,title,context,question,id,answers,document_id,__index_level_0__
1286,언론소비자주권 국민캠페인,"언소주는 2번째 불매운동 기업으로 삼성그룹 5개 계열사인 삼성전자, 삼성화재, 삼성증권, 삼성생명, 삼성에버랜드를 선정했다.\n삼성그룹은 한겨레가 삼성에 대해 악의적인 보도로 일관하고 있다고 판단, 지난 2007년부터 한겨레에 대한 광고 게재를 중단한 상태다. 삼성그룹은 언소주가 불매 대상 기업으로 정한 것에 대해, ”공식적으로 논평할 것이 없다“고 말했다. 또한 언소주 카페에 ""삼성의 '브랜드 가치'를 떨어뜨리기 위해 글로벌 불매운동을 벌이고, 부정적 이미지를 해외에 알려 수억달러의 광고비를 밑 빠진 독으로 만들자""는등의 의견이 나오자, 국내 경제 전문 연구기관의 한 임원은 ""특정 기업에 대한 정상적인 소비자운동이 아니라 국내 대표 그룹을 쓰러뜨릴 수 있다면 국가 이미지가 파괴되어도 상관없다는 '막가파식' 행동""이라며 ""견해는 다르지만 대한민국을 함께 잘 만들어보자는 세력이 아니라, 대한민국을 어떻게든 부숴버리고 싶은 반국가 집단 같다""고 말했다. LG그룹 한 임원은 ""언소주 회원들은 제정신이 아닌 것 같다""라고 말했다. \n반면 정연우 민주언론시민연합 공동대표는 “언소주 불매운동은 기업의 상품뿐 아니라 판매와 광고 전략까지 종합적으로 판단해 소비를 결정하겠다는‘윤리적 소비’의 한국적 사례”라며 지지를 표했다. 또 전응휘 녹색소비자연대 상임이사는 “언소주 운동은 법원에서도 인정한 정당한 소비자운동”이라며 “조중동의 사실 왜곡에 따른 ‘언론품질’을 문제삼는 시민들의 자발적 운동을 ‘경제 죽이기’로 몰아가는 것은 옳지 않다”고 지적했다.",삼성은 왜 더 이상 한겨레를 광고하지 않는가?,mrc-0-000558,"{'answer_start': [77], 'text': ['한겨레가 삼성에 대해 악의적인 보도로 일관하고 있다고 판단']}",20939,378
1287,사랑에 속고 돈에 울고,"〈사랑에 속고 돈에 울고〉는 일제 강점기에 큰 인기를 모은 한국의 신파극이다. 흔히 〈홍도야 우지마라〉로도 불린다.\n\n1936년 임선규가 집필하여 청춘좌가 동양극장에서 초연하였고, 공전의 히트를 기록하여 동양극장을 대표하는 흥행작이 되었다.\n\n오빠의 학비를 벌기 위해 기생이 된 홍도가 부잣집 아들인 광호를 만나 결혼하게 되지만, 결국 남편에게서 버림을 받고 남편의 약혼녀까지 살해한 뒤 순사가 된 오빠에게 잡혀가게 된다는 줄거리이다. 여주인공 홍도 역에는 차홍녀, 홍도의 오빠 철수 역은 황철, 남편 광호 역은 심영이 맡았다.\n\n이 연극은 동명의 영화로도 제작되었다. 이때 이서구가 ""홍도야 우지마라 오빠가 있다""라는 노랫말을 써서 영화의 부주제곡으로 발표했는데, 이 노래가 대중가요로 큰 인기를 모았다.\n\n이 작품으로 폐결핵 투병 중이던 무명 작가 임선규가 일약 스타 작가로 떠올랐고, 가혹한 운명에 우는 주인공 남매역을 맡은 차홍녀와 황철도 최고의 인기를 누렸다. 높은 인기를 바탕으로 영화와 TV 드라마로 여러차례 만들어졌다.",임선규가 처음으로 공연한 극장은 어디인가요?,mrc-0-001946,"{'answer_start': [89], 'text': ['동양극장']}",11440,1282
1288,주세페 시리,"비오 12세는 1953년 1월 12일 시리 대주교를 산타 마리아 델라 비토리아 성당의 사제급 추기경에 임명하였다. 추기경에 서임된 당시 시리는 당시 추기경단 가운데 가장 젊은 추기경이었다. 급식소에게 사람들에게 이탈리아 수프의 하나인 미네스트로네를 나누어주는 구호활동을 한 덕분에 그에게는 ‘미네스트로네 추기경’이라는 별명이 붙었다.\n\n시리는 강경한 보수적인 견해를 가진 것으로 유명했다. 제2차 바티칸 공의회(1962-1965)에서 그는 ‘국제 교부회(Coetus Internationalis Patrum)’라는 전통적 입장을 고수한 공의회 교부들 중의 한 사람으로서 마르셀 르페브르 대주교와 알프레도 오타비아니 추기경, 토머스 코레이 추기경 등과 같은 견해를 공유하였다. 그러나 시리는 스스로 “나는 하나의 독립된 인격을 가진 존재이며, 혼자만의 길을 걷는 사람이다. 따라서 나는 어느 특정 모임에 속한 사람이 아니다.”라고 지칭한 바 있다. 시리는 또한 주교 단체과 혁신에 대해서도 반대하는 입장을 내세웠다. \n\n교황 요한 23세는 1959년 10월 12일 시리를 이탈리아 주교회의의 초대 의장으로 임명하였다. 시리 추기경은 1965년까지 이탈리아 주교회의 의장을 지냈다. 시리 추기경은 또한 1958년과 1963년, 1978년에 열린 콘클라베에 선거인단으로 참여하였다. 시리는 살아생전에 콘클라베에 네 번이나 참석하였으며, 강력한 교황 후보자였다. 특히 보수적인 성향이 있는 추기경들이 그를 지지하였다 언론에서 보도한 바에 따르면, 1978년 8월 열린 콘클라베의 첫 투표에서 실제로 시리가 가장 많은 득표를 했지만, 결국에는 알비노 루치아니에게 패하고 말았다. 교황으로 선출된 루치아니 추기경은 교황 요한 바오로 1세로 즉위하였다. 요한 바오로 1세가 즉위한 지 얼마 못 가 선종한 후, 자유주의 세력이 피렌체 대교구장인 조반니 베넬리 추기경을 새 교황 후보로 내세우자 보수주의 세력 사이에서는 이에 맞서 시리 추기경을 새 교황 후보자로 밀었다. 두 추기경이 각축전을 벌이다가 결국 절충안으로서 카롤 보이티와 추기경이 새 교황으로 선출되었는데, 그가 바로 교황 요한 바오로 2세이다. 그 직후, 시리는 카롤 보이티와가 새 교황으로 선출된 결과에 대해 인정할 수 없다는 식의 말을 하였다. \n\n시리 추기경은 마르셀 르페브르 대주교와 친분을 유지하고 있었지만, 교회를 분열시키는 그의 책동에 대해서는 동조하지 않았다. 그는 마지막 순간까지 르페브르 대주교가 로마로부터 축출되지 않도록 간곡히 요청하였다. 니클라 부오나소르테가 펴낸 시리 추기경의 일대기에 따르면, 심지어 시리 추기경은 그에게 무릎을 꿇고 애걸하기까지 했다고 한다. 그러나 시리 추기경의 이러한 요청에도 르페브르 대주교는 끝내 마음을 돌리지 않았으며, 결국 그의 파문은 피할 수 없게 되었다. 부오나소르테는 “르페브르가 이탈리아에서 동조자를 거의 얻지 못한 것은 다름 아닌 시리 때문이었다.”고 말하였다. \n\n시리는 41년 간 제노바 대교구장으로 봉직한 후 1987년 7월 6일 퇴임하였다. 그리고 82세를 일기로 제노바에서 선종하였으며, 제노바 대성당 묘지에 안장되었다.",1978년 콘클라베 우승자?,mrc-0-000525,"{'answer_start': [807], 'text': ['알비노 루치아니']}",29305,356
1289,진승현 게이트,"진승현 게이트(陳承鉉-)는 1999년부터 2001년 사이에 MCI코리아 부회장 진승현이 자신이 대주주로 있는 열린금고와 한스종금, 리젠트종금 등에서 2300여억원을 불법 대출받고 리젠트증권의 주가조작 등을 통해 비자금을 조성한 것과, 권노갑, 국정원 차장 김은성 등 국민의정부 실세 등 정관계에 로비의혹 등이 제기된 사건이다.\n\n2000년 11월 금융감독원은 진승현이 자기가 대주주로 있는 열린금고에서 377억여원을 불법대출받은 사실을 검찰에 고발하면서 나타났다. 검찰은 결국 MCI코리아 회장인 진씨가 열린금고 등에서 2300억여원을 불법대출받고 리젠트증권 주가를 조작한 혐의를 확인했다.\n\n권노갑 등은 99년 7월 김은성 전 국정원 차장을 통해 진씨 돈 5천만원을 받았고, 진씨가 재작년 3월 중순 민주당 전 당료 최택곤씨를 통해서도 진씨 돈 수천만원을 권씨에게 추가로 전달했다는 관련자 진술을 확보했다.\n\n그 뒤 관련자들을 구속기소했으나 수사과정에서 불거진 100억원대의 비자금 및 사용처와 행방, 그리고 정-관계 로비설 등을 확실하게 입증하지는 못하였다.\n\n당시 김은성 전 2차장은 검찰에 진씨의 수사상황을 문의해 진씨 사건의 배후인물로 지목되기도 했고, 김영재 전 금감원 부원장보는 금품을 받았다는 혐의로 기소됐다 무죄로 석방되기도 했다. 그러나 1년이 지난 뒤 당시 김재환씨가 여권의 김모 의원에게 5000만원을 건네고 정성홍 당시 국정원 경제과장에게 4000만원을 빌려줬다고 진술한 사실이 뒤늦게 확인되면서 국정원의 조직적 개입의혹이 제기됐다. 검찰에서는 이후 김은성 국정원 2차장과 정성홍 경제과장이 진씨로부터 구명로비 명목의 자금을 받은 혐의를 밝혀내고, 이들을 특경가법상 알선수재 혐의로 구속기소하면서 수사를 종결했다. 한편 사건 수사 중 국정원의 진승현과 여당인사 및 소장파 인사에 대한 불법도청을 한 것도 추가로 드러났다. 국정원 2차장 김은성은 도청 사실을 시인하였다.",진승현은 다양한 불법 행위를 통해 무엇을 벌였나요?,mrc-0-003957,"{'answer_start': [118], 'text': ['비자금']}",22345,2596
1290,유엔 경제 사회 이사회,"유엔은 국민들의 사는 길을 향상시키기 위하여 전념하는 데 주요 기관과 함께 첫 국제 기구이다. 경제 사회 이사회는 나라들 사이에 생활, 나은 보건, 문화적과 교육적 협동의 더 높은 수준과 인권의 준수에 용기를 주는 일을 하고 있다. 그 일들은 이 분야들에서 총회, 개인적 국가들과 유엔의 전문 기구들에 제안을 한다. 예를 들면, 이사회는 유엔 성원의 명사를 숙고하는 경제와 사회 기획을 총회에 제안한다. 그러고나서 총회는 이 기획들을 위한 자금을 인정한다.\n\n경제 사회 이사회는 전문 기구들과 일 하는 데 책임을 지고 있다. 그들에게 제안하는 데 추가로 이사회는 제안들을 대리들로부터 총회에 전달한다. 또한 이사회는 적십자를 포함한 세계 여러 곳에 있는 100개 이상의 기구들과 함께 협력하고 있다.\n\n이사회에는 54개의 회원국이 자리잡고 있다. 해마다 총회는 이사회에 3년간 근무하는 데 18개국을 선출한다. 이사회는 1년에 최소한 2개의 회의를 연다. 각각의 가맹국은 하나의 투표를 가지고, 결정은 단순하게 다수결로 내려진다. 이사회는 가맹국들과 전문 기구들이 자신에게 염려되는 논의를 할 수 있도록 한다. 그러나 이사회의 회원국들 만이 투표할 수 있다.\n\n이사회는 자신들을 거듭하는 몇몇의 임무를 지니고 있다. 어떤 것은 아프리카, 아시아, 유럽과 라틴아메리카 같은 세계의 경제와 사회 논점을 다루고 있다. 다른 임무들은 치안, 마약과 여성참정권 같은 논점을 다룬다. 이사회를 보조하는 다를 조직체들은 유니세프와 유엔 개발계획의 위원회들을 다스리는 업무를 포함한다.",이사회에 몇 개의 회원국이 있나요?,mrc-0-003005,"{'answer_start': [403], 'text': ['54개']}",7030,1980
1291,일년전쟁,"흑해의 항구,오데사에는 지구 침공에 성공한 지온 공국군의 최중요 거점의 하나가 있었다. 지온이 중앙 아시아에서 동 유럽 대의 광산을 탈취,그 근거지를 오데사에 설치했었기 때문에 있다. 지구 연방군은 균형 상태에 있었던 유럽의 군대 밸런스를 일변하게 하기 위해 반격 작전 공격의 방향을 오데사로 정했다. 작전이 성공하면 지온은 최대의 자원 공급지를 잃어 버리고 이후의 싸움도 유리해지리라는 것이다. 연방군은 이 싸움에 지상 병력의 반수를 투입했다. 또한 이 작전에는 Ｖ 작전의 성과인 페가수스 급 강습 양륙함과 ＲＸ 시리즈의 ＭＳ가 후방 교란의 임무를 띠고 참가하고 있었다.\n\n물론, 지온은 이 연방군의 움직임을 탐지하였으나, 오데사 방면의 지휘관 마 크베 대령의 상관인 키시리아 자비 소장은 본래 달의 제압 유지가 그 최대의 임무이었기에 '검은 3연성'을 마 크베에게 보낸 것이 고작이었다. 그들은 루움 전쟁에 레빌 장군을 포로로 잡은 에이스 부대이고, 그들이 연방군의 신형 ＭＳ 부대에 충분히 대항할 수 있다고 생각했기 때문이었다. 또 전쟁 종결까지 계속된 자비 가 내부의 불협화음에 의해 이것 이상의 증원은 기대할 수 없었다. 결국, 지온 군은 궁지에 몰리고 11월 7일, 오데사를 중심으로 전투 대형을 갖춘 지온에 대하여 연방의 침공이 시작됐다. 오데사 전투의 시작이다. \n\n오데사의 격전은 ３일간 계속됐다. 마 크베 대령은 남극 조약으로 금지되어 있는 핵병기를 사용하면 오데사를 방위할 수 있다했지만, 결국은 레빌 장군이 거느리는 연방군 앞에 철수는 부득이했다. \n\n지온군 고관들은 우주 순양함 잔지발로 우주로 철수, 남겨진 병사는 연방군에 투항했었지만 일부는 아프리카의 지온 세력권으로 철퇴하여 그 후에도 계속 항전했다. 일부 우주로 철수한 지온군은 빈슨 계획에 의해 우주 함대의 증강을 계속한 연방군을 의식한 본국의 방위 준비에 편성되었다. 원래부터 우주에서도 지온 군의 전력 증강은 행해지고 있었다. 우주 요새 솔로몬이 ５월에, 우주 요새 아 바오아 쿠가 ６월에 완성되어 이에 따라 지온 군은 솔로몬,아 바오아 쿠와 월면 기지 그라나다를 잇는 본토 방위 라인을 완성시키고 있었기 때문에 있다.",루움 전쟁에서 에이스로 활약한 그룹은 누구인가?,mrc-0-004804,"{'answer_start': [415], 'text': [""'검은 3연성'""]}",7831,3132
1292,이규완,"이규완은 조선인들의 게으름과 배관열이 나라를 망쳤다고 봤다. 갑신정변이 실패한 뒤 그는 장기간 일본·미국 등지에서 망명생활을 해야 했다. 일본인 노동자들과 미국의 노동자들을 본 그는 조선인들의 게으름과 비열함에 대해 환멸감을 품게 된다. '게으른 본성'을 가진 조선민족에게 독립될 자격이 없다고 확신했던 소신 친일파 이규완은 그 ‘본성’을 개량하자는 의미에서 도 장관이 되어서도 작업복 차림으로 짚신을 만드는 등 ‘노동의 신성’을 실천했고, 부하의 자녀에게 양잠·견직을 가르치고, 퇴직 이후에 땅을 매입·개간을 해서 4만 평이 넘는 농장의 주인이 됐다 그는 조선이 멸망한 원인의 하나로 사농공상, 문존무비, 노동을 천시하는 사회 풍조 등을 지적했다.\n\n이규완은 사회의 진보, 문명화를 위해서는 나태한 민족성을 고치고, 식산흥업을 발달시켜야 한다는 점을 강조하고 이를 스스로 실천했던 사람이었다. 물론 이것은 근대화, 자본주의화를 위해서는 필수적인 조건들이었지만, 그는 일제에 의한 지배와 지도 하에 이를 이루려 하였다. 춘천에서 도 장관직을 하면서도 퇴근 후에는 몸소 거름통을 메어나르며 농장 일을 하였고, 물을 막아 저수지를 만들어 관개용으로 양어장을 활용했다. 그는 황무지를 개간하여 드넓은 과수원을 손수 지도해 운영했는데, 자신과 아내 외에도 자녀들도 밭농사에 참여시켰다. 그는 아침마다 괭이와 밑씻개를 갖고 매 그루마다 차례로 찾아다니며 용변을 보았으니, 앉아 있는 동안 과수를 관찰하여 손질할 것인가를 생각하고, 하루 업무를 구상하였다 한다.\n\n그는 자신의 집 서재와 난간, 과수원 그밖에 등산하여 산정상에 올라 한동안 한 방향을 응시하며 몇가지 생각을 하고, 이를 메모해두었다. 그리고 그대로 발언하거나 실천에 옮겼다.",이규완은 사회와 문명의 발전이 이루어질 수 있다고 뭐라고 했는가?,mrc-0-004251,"{'answer_start': [404], 'text': ['식산흥업']}",9935,2786
1293,오노성 (아이치현 도코나메시),"남북조 시대 ~ 아즈치모모야마 시대\n\n1350년 무렵 미카와 국 슈고 잇시키 노리우지가 지타 반도로 세력을 뻗혔고, 그의 아들 잇시키 노리미쓰가 이세 만을 두루 살피기 위해 성을 축성해 오노 항을 중심으로 한 해운을 장악했다.\n\n그러나, 잇시키 가문은 무로마치 막부 쇼군 아시카가 요시마사와 대립했기 때문에 미카와 슈고 직을 상실하였고, 오닌의 난을 계기로 점차 쇠퇴해갔다. 이 뜸을 노려 오와리 국 슈고 도키 가문이 오노 성을 탈취해 가신 사지 무네사다에게 주었다. 이후 사지 가문이 백년 남짓 이 지역을 지배하였다.\n\n사지 가문 3대 성주 사지 노부카타가 오케하자마 전투를 계기로 오다 가문에 신종해, 여러 전투에서 공을 세웠지만, 이세 나가시마 전투에서 전사했다. 1582년 혼노지의 변 후, 오다 노부나가가 죽자, 오다 가문의 실권은 하시바 히데요시가 장악했고, 이후 벌어지는 고마키·나가쿠테 전투에서 4대 성주 사지 가즈나리는 히데요시를 따르지 않고, 도쿠가와 이에야스 측에 가담하였다. 이 때문에 전후, 사지 가문의 영지는 몰수되어 오다 노부나가의 아들 오다 나가마스에게로 돌아갔다. 나가마스는 오노 성 맞은 편에 오쿠사 성을 쌓아 이주했으며, 오노 성은 폐성되었다.",사지가는 오노 성을 통치하기 전에 어디에서 다스렸나요?,mrc-1-000083,"{'answer_start': [137], 'text': ['잇시키 가문']}",18682,53
1294,북극곰,"몸 전체가 하얗게 보이는 털로 덮여 있으나 코와 피부는 검은색이다. 빛의 반사 때문에 하얗게 보이는 털은 실제로는 투명하다. 몸을 은폐시키는 기능을 하며, 북극의 추운 기온을 차단해 준다. 북극곰의 털은 이런 면에서 대단히 효과적이어서, 기온이 상승하면 북극곰은 얼음 위에서 뒹굴며 몸을 적인 몸 구조를 가지고 있다. 피부 아래는 두꺼운 지방층이 형성되어 있어 체온을 따뜻하게 유지할 수 있다. 체형은 길고 유선형이어서 힘차게 헤엄칠 수 있다. 어떤 면에서 수생 동물이라고도 볼 수 있는 곰은 물 속에서 많은 시간을 보낸다.\n\n북극곰은 공격을 받고 있지 않은 상황에서도 사람에게는 위협적인 존재이다. 북극곰은 사람을 본적이 거의 없기 때문에, 사람이 눈에 띄면 먹이로 간주한다. 게다가 코카콜라, 크누트, 플로케로 인간에게 친근한 이미지를 주지만 실제로 북극곰은 곰과들 중 가장 포악하며 공격성이 매우 높다. 하지만 북극여우는 전혀 공격하지 않고 오히려 먹이를 나누어 준다고 한다. 왜냐하면 북극곰이 자주 보며 살아서 위협적인 존재가 아니라는 것을 알기 때문이다.\n북극곰은 지구온난화로 인해 수십 년 내로 생활 터전과 주식인 물범 사냥터인 북극의 얼음층이 녹아 사라질 것으로 예상되어 멸종될 위기에 처해있는 종으로 주목받고 있다. ICUN 적색 목록에서 지정한 취약(Vulnerable, VU) 등급에 속한다.",북극 얼음층에 사는 동물은 무엇이고 북극곰의 주식인가요?,mrc-0-000175,"{'answer_start': [577], 'text': ['물범']}",8023,110
1295,Fate/stay night,"서번트란 일종의 패밀리어로서 마스터의 명령을 듣는 영체(霊體)이다. 서번트는 과거 또는 미래의 영웅이나 유명한 사람이었던 자들이 죽어서 된 영령들이 성배에 인도되어 계약한 결과로 소환된 것이다. 그들의 남은 미련을 위해 성배를 얻게 하는 기회를 주는 대신 자신들을 실체화시켜 소환할 수 있게 한 것이다. 마스터에게 소환되는 서번트의 클래스(종류)는 세이버, 랜서, 아처, 캐스터, 라이더, 어새신, 버서커로 총 일곱 가지이다. 마스터당 서번트는 한 종류만 선택할 수 있고, 복수계약이 가능하긴 하나, 마력의 유지가 쉽지 않아 그렇게 하지는 않는다. 서번트는 보통의 인간과는 비교할 수 없을 정도로 강하기 때문에 서번트가 인간을 죽이는 것은 어렵지 않다. 따라서 서번트와 싸우려면 서번트로 상대해야 한다.\n\n마스터로 선택된 마술사 7명에게는 령주(특별한 표시)가 신체의 일부에 새겨지며 그 개수는 3개이다. 령주는 절대명령권의 기능을 할 수 있다. 서번트는 자신의 자유의지를 가지지만, 령주를 사용해서 하는 명령은 절대 거스를 수 없다. 3개의 령주를 다 쓰게 되면 마스터는 서번트의 통제능력을 잃게 된다. 그러므로 마스터가 령주 3개를 모두 사용한 경우라면 서번트는 마스터를 배신해서 죽일 수도 있을 것이며, 그런 경우를 대비해서 3개의 령주 중 1개는 마지막까지 남겨 두어야 한다.",얼마나 많은 마술사들이 그들의 몸에 혼령을 새겼나요?,mrc-0-004864,"{'answer_start': [410], 'text': ['7명']}",8036,3168
1296,조지 플로이드 시위,"조지 플로이드 사망 사건\n2020년 5월 25일 오후 8시 8분 미니애폴리스 경찰국 경찰관들은 위조지폐 사용이 의심된다는 911 전화를 받고 출동했다. 경찰에 따르면 46세 아프리카계 미국인 남성 조지 플로이드는 근처 자동차 안에 있었고, 경찰관들이 플로이드에게 자동차 밖으로 나오라고 명령했을 때 그가 물리적으로 저항했다고 주장했다. 근처 식당의 감시 카메라에는 플로이드가 경찰관을 처음 마주한 순간부터 제압당할 때까지 물리적 저항을 하지 않은 모습이 찍혔다. \n\n행인이 페이스북 라이브 생방송 스트리밍으로 녹화한 영상에는 48세 백인계 미국인 경찰관 데릭 쇼빈이 플로이드를 바닥에 엎드리게 하고 무릎으로 목을 누르는 모습이 찍혔다. 플로이드는 쇼빈에게 계속 ""제발요."", ""숨을 쉴 수 없어요.""라고 말했다. 시간이 흐르고 행인은 플로이드가 코에서 피를 흘리고 있다고 말했고 다른 행인은 플로이드가 지금 당장 저항하고 있지도 않고 있다고 경찰관에게 말했지만 경찰관은 행인들에게 플로이드가 말을 하고 있으니 괜찮다고 말했다. 행인은 괜찮지 않다고 대답했다. 그 뒤 행인은 경찰관이 플로이드가 숨을 쉬지 못하게 하고 있다고 항의하며 경찰관들에게 ""그를 일으켜라. … 당신은 그를 지금 자동차 안으로 들여보낼 수 있지 않느냐. 지금 그는 체포에 저항하고 있지도 않다.""고 말했다 그 뒤 플로이드는 말과 행동이 없어졌다. 구급차가 도착했지만 쇼빈은 구급대가 플로이드를 들것으로 옮기기 전까지 무릎을 치우지 않았다. 쇼빈뿐만 아니라 다른 경찰관들도 플로이드를 무릎으로 제압한 사실이 다른 동영상을 통해 밝혀졌다. \n\n의료진들은 플로이드가 맥박이 없다는 것을 확인했고, 플로이드는 병원에서 사망이 선고됐다. 5월 26일에 시신의 검시가 이루어졌고, 다음날 헤너핀군 검시관실의 예비 보고서가 나왔는데 외상 질식이나 목졸림을 진단할 만한 신체적인 소견은 없다고 적혔다. 플로이드는 기저 질환으로 관상동맥질환과 고혈압성 심장병을 가지고 있었고, 최초 보고서 따르면 경찰의 제압과 플로이드의 기저 질환, 그리고 중독성 약물의 가능성이 겹친 것이 그의 사망을 초래했을 것이라고 했다. 그러나 6월 1일에 플로이드 가족이 선임한 검시관은 플로이드의 사인을 살인으로 규정하고 지속적인 압박으로 인한 질식으로 사망했다고 말했다 얼마 뒤 공식 검시 보고서는 플로이드의 사망을 살인이라고 밝혔다.",경찰의 주장이 거짓이었다는 증거는 무엇입니까?,mrc-1-000364,"{'answer_start': [189], 'text': ['근처 식당의 감시 카메라']}",58503,231
1297,빈목 터널,"지하도를 팔 당시 제네바 협정에 따라 북위 17도가 북베트남과 남베트남의 군사 분계선으로 설정되었다. 벤하이강 북쪽에 위치한 빈목 지역은 사실상의 경계선이었다. 남쪽으로 귀환하는 미국 공군 폭격기는 북폭이 중단된 시기에도 이 군사 분계선 앞에서 남은 폭탄을 투하하고 있었기 때문에, 주변은 “폭탄 가방”이라 불릴 정도의 폭격을 받았다. 빈목 마을 주민들은 폭격을 피하기 위해 지하도를 파기 시작했다. 처음에는 비교적 얕은 곳으로 파기 시작했지만, 미군의 폭격에 견딜 수 있도록 점차적으로 더 깊은 곳으로 파들어 갔다. 따라서 지하도는 3층 구조로 되어 있으며, 지하 12m, 15m, 23m에 지하도가 존재한다. 지하도의 전체 길이는 약 2800m 정도에 이른다. \n\n베트남 전쟁 당시 지하도의 내부에는 4년에 걸쳐 600명이 살았고, 우물과 부엌, 60명의 인원을 수용할 수 있는 집회장과 기타 생활 공간이 되는 방을 만들었다. 내부에는 분만실도 있어서 17명 이상의 아이가 태어났다고 한다. 1966년부터 1972년까지 미군은 이 지역에 9000톤 이상의 폭탄을 투하한 것으로 알려졌다. 이것은 당시 이 지역의 주민 1인당 약 7톤의 폭탄을 투하한 셈이다. 다행히 이 지하도 덕분에 주민들은 목숨을 건질 수 있었다.\n\n베트남 전쟁이 끝난 뒤 지하도는 관광지가 되었다. 오늘날에는 관광객의 목적지 중 하나가 되었으며, 여행사 등에 의한 투어를 이용하여 방문할 수도 있다.",베트남의 남북을 가른 군사분계선은 어디에 있나요?,mrc-1-001791,"{'answer_start': [21], 'text': ['북위 17도']}",57250,1168
1298,명나라의 경제,"명나라가 원나라와 몽골족을 몰아내며 수많은 혼란과 전쟁들이 빚어졌고, 이는 결국 중국 전체 농업 생산력의 하락으로 이루어지게 되었다. 이로 인하여 홍무제는 재위 초기부터 농업을 중흥할 것을 천명하였고, 막대한 투자를 하였다. 이때에 세금을 생산물의 30분의 1로 줄였고, 나중에는 특히 농업 생산물에 붙는 세금을 1.5%로 줄여주었다. 이뿐만 아니라 농부들도 새로운 기술 혁신들을 통해 생산량의 극대화를 꾀했는데, 특히 수력을 사용한 물레방아나 윤작을 도입하는 등 새로운 농사법들을 도입하거나 개량시켰다. 이덕분에 생산된 막대한 양의 잉여 생산물들은 후에 명나라의 경제 발전에 지대한 영향을 끼치게 된다.\n\n상품작물 대량재배\n\n명나라 시기에는 지방의 기후나 특성에 맞는 특수한 상품작물들을 농사짓는 거대한 규모의 대농장들이 등장하기 시작하였다. 차, 과일 등과 같은 수많은 상품 작물들이 이 농장들에서 쏟아져 나왔고, 이 때 형성된 상품 작물 농장들은 청나라 시기까지 이어져 그 지방만의 특산물로 여겨지게 되었다. 나중에는 아메리카 대륙에서 들어온 작물들, 예를 들어 옥수수나 감자와 같은 작물들이 재배되기 시작한 것도 바로 이때이다. 식량 생산이 늘어나고 사회가 풍요로워지기 시작하자, 사람들은 점차 농업을 포기하고 예술공이나 장인의 길을 택하게 되었다. 이로 인해 문화에도 급격한 발전이 있었으며, 또한 인구 부양력의 증대로 인하여 인구도 급증하여 1억 6천만 명에서 약 2억명으로 늘었다.\n\n지방 시장\n\n명나라 시기의 농업 기술이 변하게 되었다. 첫째로 상품 작물의 특별화로 급격히 늘어나면서 새로운 시장 경제의 출현이 대두되었고, 두번째로 수력으로 움직이는 농기구 등 다양한 도구와 기구들이 개량되고 발전되었다. 이와 같이 농업 기술이 발전하며 중국의 사회도 전반적으로 크게 변화를 겪게 되었다. 송나라와 한나라 시기에는 스스로 농사지어 자급자족하는 농민들이 더 큰 이익을 보았을지도 모르지만, 명나라 시기에는 오히려 거래와 무역을 통해 상품들을 거래하는 것이 더 이익이 된 것이다. 게다가 인구 증가와 농경지의 감소로 인하여 상품들의 거래는 선택이 아닌 필수로 등장하였으며, 이와 같은 변화는 대도시뿐만 아니라 산간 벽지들에서도 물물교환이나 화폐를 이용한 거래들을 활성화를 불러일으키게 되었다.\n\n중국에서 새로이 등장한 시장의 유형은 농촌에서 생산된 작물들이 도시에서 판매되는 시장이었다. 대규모의 토지를 시골에 소유한 지주들이 도시에 거주하면서, 소작인들이 낸 소작료를 받아 그 돈으로 도시에서 거래와 생활 등을 하는 것이다. 혹은 농촌에서 대규모로 농산물들을 떼어와 도시에 판매하는 상인들도 우후죽순으로 생겨나게 되었다. 또다른 시장의 유형은 바로 나라의 개최로 열리는 시장이었다. 이 시장은 송나라 때 처음으로 나타났지만 명나라 때에 더더욱 그 위상이 강화되었다. 이 시장에서는 다양한 제품들이 팔렸는데, 시장 밖에서 생산된 물품 뿐만 아니라 시장에서 곧바로 생산 가능한 서비스 상품이나 유흥 산업들도 크게 성장하였다.",누가 황제의 즉위 이후 농업 발전에 큰 노력을 기울였나요?,mrc-0-004200,"{'answer_start': [82], 'text': ['홍무제']}",57049,2751
