,question,id,Q_tag
560,다키스트 던전을 만든 회사는?,mrc-0-002245,[WHAT]
561,학생들이 일본인 선생들을 몰아내기 위해 동맹휴학 시위를 일으킨 해는 ?,mrc-0-004111,[WHAT]
562,장면이 가족과 떨어져 거처를 옮긴 곳은?,mrc-1-001775,[WHERE]
563,프리비슬린스키 크라이는 어느 나라에 소속되어 있었는가?,mrc-0-002130,[WHERE]
564,경찰은 어떤 기관의 GPS를 이용하여 오원춘을 체포할 수 있었나요?,mrc-1-001559,[WHAT]
565,도무라 가즈사쿠가 대표로 있던 단체가 공산당과 결별을 선언했던 시기는?,mrc-1-000627,[WHEN]
566,퍼시벌에게 앙심을 품고 총을 쏜 인물은?,mrc-0-004672,[WHO]
567,19세 이하 남녀가 한국대표로 참가할 수 있는 대회는?,mrc-1-001051,[WHAT]
568,광운전자공과대학 이전에 사용되던 명칭은 무엇인가요?,mrc-1-001316,[WHAT]
569,하나를 철거하면 열을 건다' 운동에 사용된 플랜카드의 내용은?,mrc-1-000977,[WHAT]
570,찰스 2세가 국내로 돌아오기 전에 있던 국가는?,mrc-1-000788,[WHERE]
571,필리포스 5세와 영토를 공유하기로 합의한 사람은?,mrc-0-002530,[WHO]
572,사용자가 마비노기에서 고를 수 있는 종족은 총 몇 개인가?,mrc-0-002481,[HOW]
573,클래식 연주시 중해금은 어느 악기 옆에 위치해 있는가?,mrc-0-000283,[WHAT]
574,"PK, 수탈을 목적으로 하는 플레이어에게 인기가 많은 직업군은?",mrc-0-003501,[WHO]
575,백병전은 사람의 신체부위 중 어디를 겨냥하는 무술인가?,mrc-0-003500,[WHERE]
576,폭스바겐이 곤충명을 이름으로 지은 차량은?,mrc-0-004308,[WHAT]
577,윤치호가 고종 독살설을 믿게된 것은 누구 때문인가?,mrc-1-000841,[WHO]
578,금동관음보살입상이 처음 발견된곳으로 추정되는곳은?,mrc-1-001669,[WHERE]
579,헌제는 추격을 당하다 누구에게 도움을 청하였나요?,mrc-0-005486,[WHO]
580,이용문이 육군본부의 장교들과 의견을 나눴던 곳은?,mrc-0-004372,[WHERE]
581,용수로가 운반하는 것은?,mrc-0-000944,[WHAT]
582,사회민주주의와 민주사회주의를 합친 사상을 가진 집단의 우두머리는 누구인가?,mrc-0-004410,[WHO]
583,인간에게 불타는 느낌의 아픔을 주는 것은?,mrc-0-001659,[WHAT]
584,처음에는 후짱을 반대했지만 마지막에 후짱의 도움을 받은 인물은?,mrc-0-002991,[WHO]
585,듀이는 닉슨을 공천 후보에서 내리는 것이 어떤 결과를 초래할 것이라고 말했는가?,mrc-0-001251,[WHAT]
586,대신들이 대홍려 풍야왕을 추천한 직위는?,mrc-0-003528,[WHO]
587,코르비니아노가 비판한 인물은 누구와 혼인하였나요?,mrc-0-002877,[WHO]
588,"조청상민수륙무역장정중의 8개조중, 장정의 개정에 대한 조항은?",mrc-1-000177,[WHAT]
589,관음정사 존상은 무엇으로 만들어졌나요?,mrc-0-005447,[WHAT]
590,이규완이 강원도에 철도 건설을 제안할 당시 직책은 무엇이었는가?,mrc-1-001517,[WHAT]
591,법맥과 전등을 중시하면 스승없이 깨달음을 얻을 수 없다고 주장한 사람은?,mrc-0-003711,[WHO]
592,《그리스 비극 시대의 철학》은 누구의 저서인가?,mrc-0-004394,[WHO]
593,중국 공산당원과 가족의 미국 입국 금지 방안 검토와 관련된 마이크 폼페이오 장관의 입장을 보도한 언론은?,mrc-0-004335,[WHAT]
594,디즈니랜드에서 개인회원을 뽑기 시작한 년도는?,mrc-0-000651,[WHEN]
595,타입 2 가이아 메모리을 만든 집단은?,mrc-0-002989,[WHAT]
596,장면이 정치보복에 반대하는 입장에서 처벌을 원치 않은 대상은?,mrc-0-001804,[WHO]
597,"콜드게임 중 어떠한 계기로 인해 잠시 중단된 뒤, 익일에 게임이 진행되는 것은?",mrc-0-003411,[WHY]
598,제2캐나다기갑여단이 상륙한 곳은?,mrc-0-003436,[WHERE]
599,구립운석을 이루는 물질 중 널리 알려진 것은?,mrc-0-002605,[WHAT]
